Time,Temperature (° F),,,Dew Point (° F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (Hg),,
25-07-2019,82,75,70,75,71.9,68,100,91.5,62,17,11.8,2,26.8,26.8,26.8
26-07-2019,77,72.9,70,73,70,66,100,91.2,69,23,14.3,9,26.9,26.8,26.7
27-07-2019,82,75.6,70,72,68.7,61,100,80.9,48,23,15.2,9,26.8,26.8,26.7
28-07-2019,81,74.2,70,73,70.2,66,100,88.4,61,23,15,8,26.8,26.8,26.8
29-07-2019,82,75.2,70,72,69.6,66,100,84.1,58,20,15.1,10,26.8,26.8,26.7
30-07-2019,81,74.5,68,70,67.6,64,100,81.3,58,22,14.7,9,26.9,26.8,26.8
31-07-2019,86,76.7,0,72,64,0,100,65.4,0,23,15.9,0,26.9,26.2,0
01-08-2019,88,77.5,70,72,66.1,59,100,71.7,38,21,16.5,8,26.9,26.8,26.8
02-08-2019,81,74.8,70,70,67.3,63,100,78.8,54,25,17.1,10,26.8,26.8,26.8
03-08-2019,84,75.9,70,72,67.2,61,100,76.5,45,23,16,10,26.9,26.8,26.8
04-08-2019,82,75.8,70,72,69.1,64,100,81.1,54,28,19,14,26.8,26.8,26.7
05-08-2019,81,72.8,70,73,70.5,64,100,93.1,58,30,18,0,26.8,26.8,26.7
06-08-2019,79,72.3,70,73,70.7,68,100,94.7,69,28,17.7,12,26.8,26.7,26.7
07-08-2019,77,72.5,70,75,71.8,70,100,97.8,89,30,19.3,9,26.8,26.7,26.6
08-08-2019,81,73.1,70,75,72.2,70,100,97.5,74,25,18.4,14,26.8,26.7,26.7
09-08-2019,79,73.2,70,73,71.3,70,100,93.6,74,30,20,14,26.8,26.8,26.7
10-08-2019,81,73.9,70,73,70.1,64,100,88.9,58,25,15.9,9,26.8,26.8,26.7
11-08-2019,82,74.6,70,72,69.9,66,100,86.1,58,24,13.9,8,26.8,26.8,26.7
12-08-2019,82,75.3,70,75,70.8,66,100,87,58,18,11.2,5,26.8,26.8,26.7
13-08-2019,82,74,70,73,70.7,66,100,90.5,58,23,12.2,2,26.8,26.8,26.7
14-08-2019,81,73.5,70,73,71.2,68,100,93.5,65,20,13.1,7,26.9,26.8,26.8
15-08-2019,81,74,70,73,71,68,100,91.3,65,18,11.8,2,26.9,26.8,26.8
16-08-2019,82,74.5,70,75,71.9,70,100,92.7,66,17,11.9,2,26.9,26.8,26.7
17-08-2019,77,72.6,70,73,71.3,70,100,95.7,78,14,9.9,6,26.9,26.8,26.8
18-08-2019,75,72.3,70,73,71.8,70,100,98.5,89,12,6.9,0,26.9,26.8,26.8
19-08-2019,84,75.3,70,73,70.7,66,100,87.3,55,20,7.6,2,26.9,26.8,26.8
20-08-2019,81,74.2,70,75,72.3,70,100,94.4,74,14,8.8,0,26.9,26.8,26.8
21-08-2019,81,74.4,70,75,71.2,68,100,90.6,65,16,11.6,3,26.9,26.2,0
22-08-2019,81,74,70,73,70.5,66,100,89.8,65,18,12.2,5,26.8,26.8,26.7
23-08-2019,82,74,68,73,69.5,64,100,87.5,58,18,14.3,12,26.9,26.8,26.8
24-08-2019,82,73.1,68,73,70,66,100,90.7,58,22,14.3,8,26.9,26.8,26.8
25-08-2019,82,75.1,68,73,67,59,100,78.9,48,20,14.2,9,26.8,26.8,26.7
26-08-2019,82,74.6,68,72,67.9,61,100,82.1,48,21,13.9,8,26.8,26.8,26.7
27-08-2019,82,74.3,68,73,69.6,64,100,86.7,54,22,12.2,3,26.8,26.8,26.7
28-08-2019,84,75.3,68,73,69.1,61,100,82.8,45,18,12.8,7,26.8,26.8,26.7
29-08-2019,86,76,70,75,69.1,64,100,82.5,48,18,12.4,0,26.8,26.8,26.7
30-08-2019,82,76.9,70,73,69.7,66,100,79.6,58,22,16.1,9,26.8,26.7,26.7
31-08-2019,77,73.7,72,70,68.8,66,94,84.4,69,18,14.7,12,26.8,26.8,26.7
01-09-2019,79,73.9,68,72,69.7,66,100,87.7,65,20,13.7,8,26.8,26.8,26.7
02-09-2019,82,74.5,70,72,70.4,66,100,87.9,58,23,15.3,9,26.8,26.8,26.7
03-09-2019,81,72.9,70,77,71.2,68,100,95,65,22,14,9,26.8,26.8,26.7
04-09-2019,79,73,70,73,71.3,68,100,95,69,23,14.7,9,26.8,26.8,26.7
05-09-2019,81,73.4,70,73,71.1,68,100,93.5,65,28,15.5,8,26.8,26.8,26.7
06-09-2019,82,73.7,70,75,71.5,68,100,93.5,62,25,16.2,12,26.8,26.8,26.7
07-09-2019,82,74.6,70,73,70.5,66,100,88.2,58,24,16.8,9,26.8,26.8,26.7
08-09-2019,82,74.9,70,73,71,68,100,88.8,62,22,15.1,9,26.9,26.8,26.8
09-09-2019,82,76,70,73,70.6,68,100,84.6,62,22,14.2,6,26.8,26.8,26.7
10-09-2019,82,75.9,70,73,70.8,68,100,85.3,62,17,11.6,5,26.9,26.8,26.7
11-09-2019,82,76,70,73,70.2,66,100,84,58,16,10.9,3,26.9,26.8,26.8
12-09-2019,84,74.6,70,75,70.7,64,100,88.8,51,16,11.8,7,26.9,26.9,26.8
13-09-2019,84,76,70,73,69.5,64,100,82.1,51,14,9.7,2,26.9,26.9,26.8
14-09-2019,86,76.3,70,73,69.4,63,100,81.7,45,15,10.8,3,26.9,26.9,26.8
15-09-2019,84,76.5,70,73,68,61,100,77.7,45,16,10.5,5,26.9,26.8,26.8
16-09-2019,81,73,70,73,70.9,68,100,93.8,65,15,9.6,5,26.9,26.8,26.7
17-09-2019,77,72.8,70,75,72.2,70,100,98.1,89,13,8.8,0,26.9,26.8,26.7
18-09-2019,82,73.9,70,75,71.7,68,100,93.9,65,12,6.5,2,26.8,26.8,26.7
19-09-2019,81,74.5,70,75,72,70,100,92.7,74,15,8.1,1,26.9,26.8,26.7
20-09-2019,82,75.9,70,73,69.9,64,100,83.4,54,14,8.9,2,26.9,26.8,26.8
21-09-2019,86,76.1,68,73,70.3,63,100,84.5,48,13,6.2,0,26.9,26.8,26.7
22-09-2019,81,74.3,68,75,72.7,68,100,95.2,74,8,3.5,0,26.9,26.8,26.8
23-09-2019,84,73.6,68,75,71.3,68,100,93.3,62,16,6.8,1,26.9,26.8,26.7
24-09-2019,82,73.6,68,75,72,68,100,95.4,66,12,5.3,0,26.9,26.8,26.7
25-09-2019,82,74.4,68,75,70.8,68,100,90.1,62,14,6.9,2,26.9,26.8,26.8
26-09-2019,82,75.2,68,75,69.8,66,100,85.3,58,15,8.4,1,27,26.9,26.9
27-09-2019,84,75.6,70,73,69.5,63,100,83.6,48,9,6.1,3,27,27,26.9
28-09-2019,86,76.8,70,73,69,63,100,79.5,45,10,5.8,0,27,26.9,26.8
29-09-2019,84,76.3,70,73,68.8,61,100,80.4,45,10,5.9,1,27,26.9,26.9
30-09-2019,84,77.9,70,73,67,61,100,71.7,45,14,8.8,3,27,26.9,26.8
01-10-2019,84,73.8,66,75,69.8,66,100,89.5,55,15,6.3,1,27,26.9,26.8
02-10-2019,84,76,66,75,69.3,64,100,82.2,54,15,5.2,1,27,26.9,26.8
03-10-2019,86,74.1,66,73,69.5,64,100,87.3,51,9,4.5,0,26.9,26.9,26.8
04-10-2019,84,73.4,66,73,69.8,66,100,90,55,10,4.4,1,26.9,26.9,26.8
05-10-2019,84,73.8,68,73,69.6,64,100,88.6,54,9,4.3,0,26.9,26.9,26.8
06-10-2019,84,74.7,68,73,70.6,64,100,89,51,10,4.2,0,26.9,26.9,26.8
07-10-2019,82,73.8,64,73,69.5,64,100,87.7,61,9,4.2,1,27,26.9,26.8
08-10-2019,82,73.7,66,73,69.3,66,100,87.8,58,15,4.2,0,26.9,26.9,26.8
09-10-2019,84,75.3,66,73,67.9,63,100,80.7,48,9,3.3,0,26.9,26.9,26.8
10-10-2019,84,74.8,68,75,70.9,64,100,89.3,54,9,3.9,0,26.9,26.9,26.8
11-10-2019,84,76.4,70,75,71.6,64,100,87.1,54,7,4.2,0,26.9,26.9,26.8
12-10-2019,84,76.5,70,75,69.9,63,100,82.3,48,8,4.8,1,26.9,26.9,26.8
13-10-2019,84,76.4,70,73,70.2,64,100,83.5,51,16,6,3,26.9,26.9,26.8
14-10-2019,84,76.1,70,73,70.3,66,100,84.1,55,12,5.6,2,27,26.9,26.8
15-10-2019,82,74.8,70,75,71.5,66,100,90.6,58,10,6.1,1,26.9,26.9,26.8
16-10-2019,81,74.1,70,73,70.8,68,100,90.9,65,14,7.8,3,26.9,26.9,26.8
17-10-2019,81,72.3,68,75,70.7,68,100,94.9,70,12,5.6,0,26.9,26.9,26.8
18-10-2019,81,73.5,66,73,70.8,66,100,92.1,65,9,6,1,26.9,26.9,26.8
19-10-2019,82,73.9,68,73,70.3,66,100,90,58,10,6.5,3,26.9,26.9,26.8
20-10-2019,81,72.7,70,75,70.9,70,100,94.7,70,14,5,0,26.9,26.9,26.8
21-10-2019,81,72.9,70,75,70.9,68,100,94,65,9,4.3,0,26.9,26.8,26.8
22-10-2019,77,71.3,68,73,70.6,68,100,97.7,83,13,6.6,1,26.9,26.8,26.8
23-10-2019,82,73.1,68,72,70.1,68,100,91.2,62,16,8.7,1,26.9,26.8,26.7
24-10-2019,81,73.2,68,72,68.5,64,100,87.2,58,18,10.8,0,26.9,26.8,26.8
25-10-2019,79,71.7,68,72,68.8,66,100,91.7,65,15,8.8,2,26.9,26.8,26.8
26-10-2019,81,73.2,68,72,68.3,64,100,86,61,14,7.4,2,26.9,26.9,26.8
27-10-2019,81,72.8,68,73,68.4,66,100,87.6,61,9,3.2,0,26.9,26.9,26.8
28-10-2019,82,73.2,68,75,70.1,68,100,91.1,65,13,5.7,0,26.9,26.9,26.8
29-10-2019,77,70.9,66,73,69.6,66,100,95.6,78,14,7.5,0,27,26.9,26.8
30-10-2019,77,70.9,68,75,70.4,68,100,98.5,83,14,9.1,3,26.9,26.9,26.8
31-10-2019,77,73.2,68,73,70.7,68,100,91.5,74,15,9.8,6,26.9,26.9,26.8
01-11-2019,82,74.2,64,73,67.4,59,100,82.5,51,8,4.7,0,26.9,26.9,26.8
02-11-2019,82,74.7,68,73,68.7,63,100,83.8,51,9,4.3,0,27,26.9,26.8
03-11-2019,84,73.2,64,73,66.5,61,100,82,48,8,4,0,27,26.9,26.9
04-11-2019,84,72.9,63,72,58.6,46,100,68,27,10,3.8,0,27,26.9,26.9
05-11-2019,84,71.2,0,68,61.3,0,100,72,0,12,3.8,0,26.9,26.3,0
06-11-2019,84,74.3,63,70,63.9,57,100,74,42,7,3.6,0,26.9,26.8,26.8
07-11-2019,84,74.7,64,72,66.5,59,100,78.7,45,8,2.8,0,26.9,26.8,26.8
08-11-2019,84,75,70,73,70.6,64,100,87.7,51,8,3.3,0,26.9,26.9,26.8
09-11-2019,84,75,68,75,68.1,61,100,81.6,45,8,3.5,0,26.9,26.9,26.8
10-11-2019,84,74.2,66,75,67.3,61,100,81.7,45,7,3.2,0,26.9,26.9,26.8
11-11-2019,82,72.2,66,70,64.8,57,100,81.2,42,8,4.7,2,26.9,26.9,26.8
12-11-2019,82,71.9,63,70,63.9,57,100,79.7,42,12,6.6,1,27,26.9,26.8
13-11-2019,81,71.2,63,70,63.4,57,100,80.5,45,12,7,2,27,26.9,26.8
14-11-2019,79,70.2,64,72,68.2,64,100,94.2,61,13,5.9,1,27,26.9,26.9
15-11-2019,79,72.2,68,73,70.2,68,100,94,69,7,4.8,1,27,26.9,26.8
16-11-2019,82,73.3,68,72,68.5,63,100,86.9,51,10,6.2,1,27,26.9,26.9
17-11-2019,82,73.4,68,70,65.4,59,100,79.1,45,9,5.3,0,27,26.9,26.9
18-11-2019,82,73.7,66,75,69.6,66,100,88.6,58,13,7.2,1,27,26.9,26.8
19-11-2019,84,74.1,68,73,67.6,59,100,83.3,42,13,5,1,27,26.9,26.8
20-11-2019,81,71.3,68,73,69.6,68,100,95,65,15,8,3,26.9,26.9,26.8
21-11-2019,77,71.4,66,72,68.8,66,100,92,69,10,6.4,2,27,26.9,26.9
22-11-2019,79,70.1,63,70,66.7,63,100,90,61,12,6.1,2,27,26.9,26.9
23-11-2019,81,70.2,63,66,60.6,52,100,77,37,12,6.9,2,27,26.9,26.9
24-11-2019,82,71.4,63,68,63.4,55,100,79.7,39,9,5.2,1,27,26.9,26.8
25-11-2019,81,70.1,63,68,64.1,57,100,83.7,50,14,7.5,1,27,26.9,26.8
26-11-2019,81,72,63,70,63.5,54,100,78.8,39,14,9.2,5,26.9,26.9,26.8
27-11-2019,77,71.4,66,72,68,66,100,89.8,69,14,7.9,3,26.9,26.9,26.8
28-11-2019,81,71.9,64,72,67.8,64,100,88.8,58,14,8.1,3,27,26.9,26.8
29-11-2019,81,71.6,64,72,67.5,63,100,88.4,54,14,7.9,3,27,26.9,26.8
30-11-2019,75,69.8,63,72,68.7,63,100,96.1,73,14,7.9,1,27,26.9,26.8
01-12-2019,73,70,68,73,70,68,100,100,100,14,9.1,6,26.9,26.9,26.8
02-12-2019,75,69.7,66,73,69,66,100,97.6,78,17,9.9,5,27,26.9,26.9
03-12-2019,77,70,64,70,65.9,61,100,88.2,57,15,9.6,5,27,26.9,26.9
04-12-2019,77,68.3,63,68,64.8,63,100,90.1,69,15,9.7,5,27,26.9,26.9
05-12-2019,77,67.3,63,66,62.8,59,100,87.1,54,13,6.5,1,27,27,26.9
06-12-2019,75,66.9,59,66,62.1,59,100,86.6,57,13,6.9,0,27,26.9,26.9
07-12-2019,75,67.6,59,70,66.2,59,100,95.7,73,14,6.7,1,27,26.9,26.9
08-12-2019,77,66.5,0,70,63.6,0,100,89.7,0,12,6.6,0,27,26.4,0
09-12-2019,79,69.5,61,70,63.1,55,100,83.3,44,13,7.2,2,27,26.9,26.9
10-12-2019,79,62.6,0,68,57.5,0,100,76,0,12,5.8,0,27,24.8,0
11-12-2019,81,68.6,59,64,60.4,54,100,78.8,39,8,4.7,0,27,26.9,26.8
12-12-2019,81,67.9,59,68,61.4,55,100,83.3,42,10,4.9,0,27,26.9,26.8
13-12-2019,82,71.4,61,70,64.6,55,100,82.4,42,10,6.4,3,27,26.9,26.9
14-12-2019,77,69.3,63,72,66.9,63,100,93.1,65,13,8.2,3,27,27,26.9
15-12-2019,79,69.3,63,68,63,59,100,82.5,54,14,7.1,1,27,26.9,26.9
16-12-2019,79,69.8,63,70,65,61,100,86.6,54,13,8,3,27,26.9,26.9
17-12-2019,79,69,61,68,64.2,61,100,86.7,54,14,7.3,1,27,26.9,26.9
18-12-2019,79,68.9,59,70,64.4,59,100,87.7,51,14,8.1,1,27,27,26.9
19-12-2019,77,67.9,59,68,63,57,100,86.5,50,14,6.6,0,27,26.9,26.9
20-12-2019,77,68.5,61,66,62.2,57,100,83.1,50,12,6.2,3,27,26.9,26.9
21-12-2019,82,71.2,64,68,64.1,57,100,81.9,45,13,8.5,5,27,26.9,26.8
22-12-2019,81,70.4,64,66,62.8,57,100,80.2,45,10,7,5,27,26.9,26.9
23-12-2019,81,70.1,66,68,62.9,52,100,81.4,41,12,6.7,3,27,26.9,26.8
24-12-2019,82,72.4,64,70,66.7,61,100,84.8,51,10,6.9,3,27,26.9,26.9
25-12-2019,79,71.1,66,72,67.8,64,100,90.5,61,10,7.2,3,27,26.9,26.9
26-12-2019,82,67.9,0,68,61.3,0,100,79,0,9,4.4,0,27,25.8,0
27-12-2019,84,71.5,63,70,63.7,59,100,80.1,45,9,5.8,2,27,26.9,26.8
28-12-2019,81,69.9,61,66,62.3,55,100,80.2,48,12,7.3,3,27,26.9,26.8
29-12-2019,81,70.3,61,66,60.6,55,100,75.7,42,10,6.2,3,27,26.9,26.8
30-12-2019,81,70.7,63,68,62.5,54,100,79.2,39,12,7.8,3,27,26.9,26.9
31-12-2019,79,72,64,68,63.4,59,100,77.4,51,12,7,2,27,26.9,26.9
01-01-2020,77,69.8,64,70,66.6,64,100,90.7,69,14,7.5,3,27,27,26.9
02-01-2020,81,72.2,66,70,66.1,59,100,83.5,48,9,5.9,3,27,27,26.9
03-01-2020,84,75,66,70,64.4,55,100,73.7,37,9,5.6,2,27,26.9,26.9
04-01-2020,84,74.7,68,72,63.7,54,100,73.4,35,10,5.1,1,27,26.9,26.8
05-01-2020,84,75.1,70,73,66.4,54,100,79.1,35,13,7.2,3,27,26.9,26.8
06-01-2020,79,71.3,66,72,67.5,63,100,89,57,12,7.4,2,27,27,26.9
07-01-2020,81,71.1,63,70,64,55,100,81.5,42,15,7.7,2,27,26.9,26.9
08-01-2020,82,71.3,63,68,60.6,52,100,74.1,35,9,5.7,1,27,26.9,26.9
09-01-2020,84,71.4,61,66,59.8,54,100,71.2,35,8,4.4,0,27,26.9,26.9
10-01-2020,81,69.8,59,66,57.5,48,100,71.3,32,14,8.7,2,27,26.9,26.9
11-01-2020,81,67.8,57,63,56.4,46,100,73,32,14,7.8,0,27,26.9,26.9
12-01-2020,81,69.8,59,66,60,52,100,75.6,37,13,6,0,27,26.9,26.9
13-01-2020,82,70.6,61,66,58,48,100,69.9,30,8,4.4,2,26.9,26.9,26.8
14-01-2020,82,69.5,59,66,54.6,43,100,66.5,25,10,5.8,2,26.9,26.9,26.8
15-01-2020,82,68.3,57,61,52.6,39,100,65.7,23,9,6.1,2,26.9,26.9,26.8
16-01-2020,82,68.9,57,63,54.8,46,100,66.4,30,9,4.9,0,27,26.9,26.8
17-01-2020,84,71.8,61,68,57,43,100,67.5,23,10,6.2,0,27,26.9,26.9
18-01-2020,79,70.7,63,70,66.7,63,100,88.5,65,15,10,3,27,26.9,26.9
19-01-2020,82,72.9,63,68,62.3,54,100,73.8,37,12,7.2,3,27,26.9,26.9
20-01-2020,84,72.3,59,64,57.9,50,100,66.5,30,10,6.3,1,27,26.9,26.9
21-01-2020,84,69.1,57,66,54.4,43,100,68.6,23,14,7.1,2,27,27,26.9
22-01-2020,82,70.5,59,66,60.7,54,100,76.1,39,15,8.8,3,27,27,26.9
23-01-2020,84,71.7,61,66,60.4,54,100,71.7,37,14,8.1,0,27,27,26.9
24-01-2020,86,70.2,55,64,49.5,37,100,57.5,18,13,5.8,0,27,26.9,26.9
25-01-2020,86,68.4,0,61,39.7,0,100,44.4,0,8,3.8,0,27,26.9,26.9
26-01-2020,88,71.6,54,61,47.7,28,100,52.5,12,8,3.9,0,27,26.9,26.8
27-01-2020,88,73.2,55,63,53,43,100,56.8,21,12,5.6,0,27,26.9,26.8
28-01-2020,84,73.4,59,66,56.3,46,100,60,28,10,6.2,2,27,26.9,26.9
29-01-2020,88,74.2,61,63,56,48,100,58.3,25,8,4.3,0,27,26.9,26.9
30-01-2020,88,75.7,61,64,54.7,46,100,54.3,24,8,4.4,0,27,26.9,26.8
31-01-2020,88,77.6,63,63,55.1,46,100,50.9,24,10,5.7,2,27,26.9,26.8
01-02-2020,82,72.6,63,66,59.7,54,100,68.8,37,15,9.1,5,27,26.9,26.8
02-02-2020,82,70.9,61,64,58,52,100,68.5,35,13,7.4,0,27,27,26.9
03-02-2020,84,70.8,59,63,53.1,45,100,61.2,25,12,6.5,1,27,26.9,26.9
04-02-2020,84,71.9,57,68,56.8,45,100,67.2,25,14,7,0,27,26.9,26.8
05-02-2020,84,72.7,63,66,56.7,48,100,62.2,28,10,5.5,1,27,26.9,26.8
06-02-2020,86,73.3,61,66,57.7,50,100,62.7,30,10,5.5,2,27,26.9,26.8
07-02-2020,84,73.6,64,66,59.5,52,100,65.3,35,12,7.3,2,27,26.9,26.9
08-02-2020,86,74.1,64,68,59.3,50,100,65.9,29,12,6.8,1,27,26.9,26.9
09-02-2020,84,73.3,66,70,61.3,52,100,70.9,35,14,9.2,3,27,26.9,26.9
10-02-2020,84,72.2,61,66,59.4,50,100,68.9,30,16,9.9,5,27,26.9,26.9
11-02-2020,84,72.1,59,66,58,45,100,68.3,25,14,9.7,2,27,27,26.9
12-02-2020,82,72.6,61,68,59.3,54,100,67.9,37,12,7.4,1,27.1,27,26.9
13-02-2020,86,73.6,63,68,55.8,43,100,61.5,22,10,5.6,0,27,27,26.9
14-02-2020,86,73.4,61,66,54.6,48,100,56.2,27,8,4.2,0,27,26.9,26.8
15-02-2020,88,74.1,59,59,48.9,39,94,46.9,18,9,4.2,0,27,26.9,26.8
16-02-2020,88,71.3,0,59,45.3,0,100,45.4,0,13,5.2,0,27,26.9,26.9
17-02-2020,88,72.1,55,59,47.9,34,100,51.1,15,12,5.5,0,27,27,26.9
18-02-2020,86,72.5,55,63,52.1,41,100,56.3,20,14,6.1,0,27,26.9,26.9
19-02-2020,86,72.3,59,63,56,48,100,63.1,27,12,6.3,0,27,26.9,26.9
20-02-2020,88,72.7,61,64,50.6,30,100,57,13,13,7.5,1,27,26.9,26.9
21-02-2020,88,73.1,61,68,53,32,100,61.4,14,14,7.6,0,27,27,26.9
22-02-2020,84,73.3,61,68,58.1,45,100,66.3,26,13,8.4,0,27.1,27,26.9
23-02-2020,84,73.6,63,70,59,46,100,67.1,27,12,7.8,3,27,27,26.9
24-02-2020,84,72.3,63,66,56.8,46,100,64.4,27,10,5.8,0,27,26.9,26.9
25-02-2020,90,75.8,63,66,57.5,43,100,60.5,21,10,6,2,26.9,26.9,26.8
26-02-2020,88,76.6,66,84,61.4,50,100,65,29,13,8,5,26.9,26.9,26.8
27-02-2020,88,75.5,64,70,59.4,48,100,64.2,25,13,7.8,3,27,26.9,26.8
28-02-2020,86,74.5,64,68,60.1,52,100,66.4,31,13,8,3,26.9,26.9,26.8
29-02-2020,88,77.4,66,68,56.2,45,100,54.7,22,13,8.1,3,26.9,26.9,26.8
01-03-2020,88,75.6,64,68,59.9,48,100,64.7,27,14,7.5,3,26.9,26.9,26.8
02-03-2020,84,74.1,66,68,63.7,59,100,72.7,42,10,4.8,0,27,26.9,26.8
03-03-2020,88,77.9,66,68,59.4,54,88,56.3,31,8,4.6,0,27,26.9,26.8
04-03-2020,88,78.2,68,70,59.1,54,94,55,31,12,5.1,0,27,26.9,26.8
05-03-2020,88,78.9,66,70,62.4,54,94,59.7,31,14,7.3,1,26.9,26.8,26.8
06-03-2020,88,78.8,72,73,64.4,55,100,65.5,33,13,7,1,26.9,26.9,26.8
07-03-2020,86,78.1,72,73,65.8,59,100,69.5,40,12,7.5,2,27,26.9,26.8
08-03-2020,88,78.5,70,73,64.6,55,100,67.2,33,14,7.4,3,27,26.9,26.8
09-03-2020,88,79.3,72,73,65.3,57,100,66.1,35,12,7.3,2,26.9,26.9,26.8
10-03-2020,90,79.9,70,72,60.9,52,100,57.2,31,12,7.8,2,26.9,26.9,26.8
11-03-2020,90,79.4,68,72,56.1,37,100,50.4,19,13,6.5,0,26.9,26.9,26.8
12-03-2020,90,79,66,68,57,48,88,51,24,12,6.4,0,27,26.9,26.9
13-03-2020,90,78.6,64,66,54.3,43,100,50.2,20,13,6.6,0,27,26.9,26.8
14-03-2020,91,78.6,66,72,57.6,41,100,58.4,18,12,6.7,1,27,26.9,26.8
15-03-2020,91,78.4,68,70,58.9,46,100,59.7,21,14,8.3,2,26.9,26.9,26.8
16-03-2020,91,78.9,66,72,59.9,43,100,60.2,18,14,8.5,3,27,26.9,26.8
17-03-2020,90,78.3,64,68,55,39,100,52.4,17,18,9.6,2,27,26.9,26.9
18-03-2020,91,79.7,64,66,50.6,37,100,44.2,15,14,7.2,0,27,26.9,26.9
19-03-2020,93,81.6,66,66,52.2,41,94,42.1,16,12,6,1,27,26.9,26.8
20-03-2020,86,75.8,70,72,66.8,61,100,75.6,43,14,6.8,2,27,26.9,26.8
21-03-2020,93,80.5,70,73,61.1,48,100,59.2,23,10,5.2,0,27,26.9,26.8
22-03-2020,91,81.9,72,73,57.4,48,100,48,23,12,6.4,1,27,26.9,26.8
23-03-2020,90,77.7,70,73,67.5,57,100,75,33,20,7.3,2,26.9,26.9,26.8
24-03-2020,93,80.3,68,70,59.3,48,100,55.8,23,13,6.1,0,26.9,26.8,26.8
25-03-2020,90,78.3,66,72,56.6,45,100,54.5,21,12,6.1,1,26.9,26.9,26.8
26-03-2020,91,78.7,64,70,57.3,41,100,57.6,17,16,8.1,0,26.9,26.9,26.8
27-03-2020,90,77,63,70,52.1,41,100,49.7,18,13,6.5,0,27,26.9,26.8
28-03-2020,93,78.1,63,61,42.8,27,94,35.9,10,15,6.1,0,27,26.9,26.8
29-03-2020,93,80,61,63,47.9,37,88,38,14,15,6.3,0,26.9,26.9,26.8
30-03-2020,95,80.3,63,61,48.6,34,88,39.8,12,14,7.9,0,26.9,26.9,26.8
31-03-2020,93,82.4,63,59,48.7,39,88,36,15,17,9.5,0,27,26.9,26.8
01-04-2020,95,82.5,64,63,47.8,37,88,36.3,13,15,8.1,2,27,26.9,26.8
02-04-2020,93,82.9,66,66,53.3,45,100,41.7,19,14,7.1,0,26.9,26.9,26.8
03-04-2020,93,82,70,70,54.1,45,100,44.2,19,14,7.6,3,26.9,26.9,26.8
04-04-2020,95,82.2,72,68,54.1,37,88,44.6,14,10,6.8,3,26.9,26.9,26.8
05-04-2020,95,83.3,72,73,61.4,50,100,52.6,22,13,7.4,3,27,26.9,26.8
06-04-2020,93,79.9,70,73,65.6,57,100,67.6,30,15,5.8,0,27,26.9,26.8
07-04-2020,86,75.3,68,73,68.5,63,100,82.1,48,18,7.2,0,27,26.9,26.8
08-04-2020,90,78.3,70,73,67.2,59,100,71.6,36,13,4.2,1,27,26.9,26.8
09-04-2020,93,76.2,68,73,66.7,57,100,78.1,30,22,7.8,1,26.9,26.9,26.8
10-04-2020,90,77.8,68,70,62.4,55,100,63.9,31,10,6.4,2,27,26.9,26.8
11-04-2020,90,79.4,68,72,61.6,52,100,60.5,27,12,6.9,0,27,26.9,26.9
12-04-2020,91,80,66,70,55.6,41,100,51.1,17,15,6.2,0,27,26.9,26.8
13-04-2020,93,80.4,66,66,51.5,39,100,44.3,15,15,6.5,0,26.9,26.9,26.8
14-04-2020,93,80.3,63,64,45.6,32,100,38.8,11,18,7.6,0,26.9,26.9,26.8
15-04-2020,93,80.3,63,64,50.6,34,88,42.1,12,14,5.8,0,27,26.9,26.8
16-04-2020,95,81.7,68,70,51.7,41,100,41.7,15,10,5.4,0,26.9,26.9,26.8
17-04-2020,95,83.3,68,73,59.9,48,94,50.7,20,15,7,1,26.9,26.9,26.8
18-04-2020,93,83.9,73,73,59.4,48,100,49.1,23,12,7,2,26.9,26.9,26.8
19-04-2020,93,82.2,72,73,60.1,43,100,53.8,19,15,7.6,2,26.9,26.9,26.8
20-04-2020,93,81.3,70,73,56.6,41,100,50.1,16,14,6.7,1,26.9,26.9,26.8
21-04-2020,93,82.5,70,70,55.6,43,94,45.8,17,12,6.3,2,26.9,26.9,26.8
22-04-2020,95,84.6,72,73,61.4,50,94,50.2,22,12,7,1,26.9,26.8,26.8
23-04-2020,97,83.2,75,75,66.2,55,100,63.6,25,23,7,2,26.9,26.8,26.7
24-04-2020,88,79.5,68,75,69.8,63,100,74.9,45,12,7.2,2,26.9,26.8,26.8
25-04-2020,90,78.5,73,75,70.9,64,100,79.5,46,21,7.4,0,26.9,26.8,26.8
26-04-2020,86,80.3,72,73,68.4,61,100,69,43,18,8,2,26.9,26.9,26.8
27-04-2020,93,82.5,72,75,66.1,57,100,62.6,30,14,5.6,1,26.9,26.9,26.8
28-04-2020,91,80.4,68,75,68.1,59,100,69.8,34,14,7.3,1,26.9,26.9,26.8
29-04-2020,82,74.9,68,75,69.8,63,100,86.2,51,12,5.1,0,26.9,26.9,26.8
30-04-2020,90,82.7,70,75,63.6,57,100,56.8,33,8,4.7,2,26.9,26.9,26.8
01-05-2020,91,82.1,72,75,65.5,57,100,61.3,31,10,5.9,1,26.9,26.9,26.8
02-05-2020,91,81.3,73,73,68.6,61,100,67.8,38,9,4.5,0,26.9,26.8,26.8
03-05-2020,93,79.4,72,75,70.2,59,100,77.3,32,14,4.3,0,26.9,26.8,26.8
